Day,Time,Latitude,Longitude,Temperature
0,16535,41.93770403,12.53990325,5.880430619
0,21614,41.98974186,12.48063528,8.580597837000001
0,21687,41.926365399999995,12.4830592,8.905672714
0,22496,41.99512834,12.49212373,8.756871902
0,23635,41.93869126,12.45823517,9.355330852
0,27378,41.94382952,12.474488599999999,8.784841488
0,29917,41.92648328,12.52798339,9.724830856
0,30339,41.96905591,12.49128198,8.974905191
0,31011,41.97831349,12.53804036,8.915846031000001
0,33432,41.92757589,12.48800335,8.362785203
0,34854,41.95178036,12.51614506,8.102869603
0,38873,41.926656099999995,12.48083349,8.767752675
0,38955,41.92679978,12.45842085,8.852474198
0,22935,41.92635356,12.50699145,12.32364266
0,23922,41.92691789,12.52807346,10.78219989
0,36149,41.94456282,12.46932358,10.532213
0,37334,41.92726,12.52803333,8.368244127
0,39600,41.9470251,12.52544098,8.985798337
0,42999,41.93313696,12.51188794,9.223591615
0,25329,41.92872519,12.50766479,7.680642596
0,28090,41.95180167,12.51613833,9.332518735
0,32482,41.93923564,12.52966417,9.574974036
0,36248,41.92632167,12.46135899,7.39834631
0,39721,41.92702803,12.47569253,9.671217622999999
0,41722,41.92675279,12.48178952,9.189337442000001
0,54046,41.92678051,12.48175865,11.57536506
0,55759,41.94430833,12.469355,13.2129469
0,45358,41.92772944,12.4740579,12.45634153
0,55153,41.92716872,12.52812855,12.03003951
0,56962,41.92660407,12.48126959,11.95269643
0,43421,41.92676325,12.523869900000001,11.36403727
0,46410,41.92662487,12.48115808,12.71644823
0,48541,41.96916655,12.53530871,14.36976037
0,52681,41.927192299999994,12.47036421,13.46558069
0,47637,41.93872234,12.45820772,12.35683285
0,64322,41.92703854,12.52409403,12.18560188
0,61991,41.92648628,12.470707,13.09828766
0,52554,41.92670959,12.51586663,14.09491839
0,59672,41.92790371,12.45821833,12.23484989
0,61454,41.92669009,12.52801556,13.71854527
0,44831,41.92720837,12.45807176,12.29171876
0,57447,41.92768922,12.47513114,12.80077018
0,46834,41.92664167,12.51011833,12.86550685
0,57632,41.92637259,12.48081181,14.31213785
0,58461,41.92633803,12.46148965,13.12554748
0,50801,41.93251795,12.52283579,11.7298708
0,58302,41.99254031,12.49499193,11.92193137
0,44566,41.93482167,12.53266333,12.931282699999999
0,49335,41.99374567,12.49554354,13.32286768
0,52685,41.92690579,12.52807599,13.69420506
0,60923,41.93572782,12.53719545,12.91926741
0,50680,41.98864453,12.49907122,11.75664765
0,57347,41.92871307,12.51600985,12.79842217
0,62227,41.927276899999995,12.49010576,13.45061081
0,43489,41.92760706,12.47512513,12.40210847
0,63405,41.92805664,12.47390257,14.41934741
0,51364,41.92692375,12.46124892,11.81685151
0,51668,41.92711777,12.45831429,15.13565376
0,56519,41.93860578,12.45989792,13.07027065
0,50304,41.9551724,12.5271478,9.533510516
0,53851,41.92768659,12.474063000000001,14.49885616
0,51479,41.96047859,12.53483448,9.594989021
0,45188,41.92970358,12.52730675,15.93222177
0,64446,41.9263384,12.5147969,16.58976625
0,63378,41.92832334,12.52792181,15.71849479
0,45687,41.95906229,12.45400989,12.10817776
0,47453,41.926905700000006,12.52396903,13.66871367
0,52428,41.92922667,12.48331833,14.42084965
0,49850,41.93414512,12.47213945,14.36652671
0,62614,41.92682489,12.50602862,13.46076733
0,57804,41.935812,12.46481872,16.01123877
0,48345,41.92903593,12.46273122,14.90983154
0,62408,41.94682026,12.52649846,12.15852818
0,61913,41.93900703,12.45943118,13.22402289
0,48596,41.94064167,12.46472333,13.40366316
0,45846,41.92697756,12.46110915,13.65453957
0,45596,41.92861948,12.5255095,13.06371423
0,58813,41.92655248,12.4707551,13.02053156
0,60290,41.92670399,12.48108787,12.87891791
0,64352,41.92948481,12.47325348,14.31021668
0,65089,41.94704074,12.46859391,9.529745686
0,66285,41.9402119,12.462463,10.81503848
0,68460,41.92664792,12.51735111,9.577350466
0,69283,41.94370394,12.47431422,11.53172276
0,69484,41.92951167,12.516775,10.63284721
0,70573,41.99413599,12.49576176,9.732808776
0,71577,41.93021193,12.46204172,10.2328916
0,71882,41.92709415,12.47527645,11.04582202
0,72593,41.94377959,12.5288344,9.645779291
0,74540,41.93075273,12.45909996,10.34506398
0,74822,41.92664056,12.47632948,9.577619541
0,74864,41.94830747,12.4630454,10.07552739
0,76058,41.93749482,12.4663739,10.12770298
0,76666,41.93029349,12.46816142,10.70786324
0,77750,41.92649838,12.52631702,9.939992296
0,77939,41.95129219,12.45936355,9.916379158
0,79210,41.95122833,12.46806333,9.454320336
0,79602,41.93000499,12.50880966,9.669741336
0,80362,41.93857576,12.51644819,10.545813
0,82396,41.92656227,12.46195988,10.78727557
0,82771,41.92735672,12.47417592,10.38414234
0,82920,41.92860435,12.47739914,9.857979356
0,85670,41.92642702,12.46143402,9.757572926
0,82912,41.99051691,12.51287515,10.378549900000001
0,64851,41.93332255,12.52116038,6.9360914860000005
0,65153,41.92674313,12.46127192,7.309801078
0,68244,41.92872795,12.51229943,11.12032995
0,72368,41.92735775,12.52158928,10.2665911
0,72539,41.93827936,12.4602868,11.93672641
0,73753,41.94113311,12.47056796,10.38130633
0,79292,41.93774333,12.54034833,9.956894265
0,80301,41.93747495,12.46628271,6.965255902999999
0,85152,41.92867743,12.47812255,11.4439849
0,67651,41.93933,12.51522167,8.963153858
0,70382,41.93564429,12.46463627,6.706023342999999
0,72703,41.92786983,12.52300678,10.95842669
0,76389,41.93096451,12.46157478,10.41535418
0,77556,41.94607378,12.53372692,10.30231768
0,78828,41.92652921,12.47066623,8.942172084
0,79616,41.9313354,12.50920543,6.504212495
0,81713,41.98170486,12.50794333,7.052978831
0,85913,41.92762753,12.50661517,9.327700207000001
0,86102,41.92671319,12.48110232,12.008954800000001
0,5866,41.94366148,12.54137994,5.166536955
0,12010,41.94944749,12.54108677,4.582981449
0,2460,41.92634971,12.54276789,5.593423452000001
0,4404,41.92638515,12.54254521,3.903875536
0,6354,41.92636981,12.54230549,4.432015498
0,10231,41.93781461,12.54236932,6.937809897
0,16115,41.92751552,12.5872104,5.2735370669999995
0,23404,41.9496472,12.54103203,9.219343769
0,30703,41.95915452,12.60718918,9.215398066
0,42153,41.97069114,12.54223142,7.46917684
0,22495,41.96333025,12.62725589,8.249650758
0,25322,41.98135503,12.6201431,8.791595671
0,35034,41.92724167,12.563885,8.954453791
0,45202,41.93847667,12.56141333,12.35006265
0,54886,41.92768013,12.60590613,12.49598008
0,55704,41.95228629,12.54071362,12.14514064
0,60789,41.93775089,12.54232249,12.70331954
0,63802,41.950388700000005,12.5777754,11.41419385
0,51646,41.97069114,12.54223142,9.450536575
0,46362,41.94358972,12.54735784,12.61286202
0,46977,41.97174569,12.55119699,11.64738012
0,58822,41.96826476,12.54714594,12.13723408
0,63123,41.94366019,12.54076686,11.91411028
0,64822,41.93939474,12.54092955,9.308234906000001
0,86197,41.95096716,12.60017199,8.246394455
0,85819,41.97073618,12.54211909,8.576265714
0,79307,41.93778333,12.542205000000001,6.849432923999999
0,84335,41.943817200000005,12.54322766,9.621440343
0,73021,41.93894028,12.62343757,9.641156237
0,76234,41.94816887,12.55955896,9.191619059
0,82660,41.92689,12.57480333,10.731311999999999
0,1463,41.90994512,12.44740498,4.646426226
0,2938,41.88156704,12.45250153,4.799663247
0,2996,41.87721667,12.449975,4.581178738999999
0,3241,41.91300069,12.44200463,5.159874891
0,4194,41.90548667,12.44763833,4.908076314
0,5975,41.85768355,12.37636652,5.155762562
0,6811,41.89953136,12.44779285,4.795470368
0,9497,41.90123272,12.43856746,4.363890064
0,10208,41.89850107,12.44059004,4.851987341
0,11122,41.91059854,12.44535856,4.904051097
0,13945,41.91369296,12.44113386,5.083257387
0,20453,41.85777739,12.37612846,4.995592156
0,5064,41.88888734,12.42318931,5.84252192
0,5377,41.8959874,12.43995938,5.166692482
0,5774,41.906595,12.45049833,4.700694316
0,9160,41.87080572,12.4503795,4.272797493000001
0,9873,41.89998157,12.4366231,3.7680911619999997
0,14489,41.89457569,12.43096653,5.677551024
0,17292,41.9113714,12.41850898,4.9169733
0,2065,41.89588286,12.44907828,4.967834014
0,7976,41.89103225,12.43395279,3.829652727
0,8364,41.86602482,12.37396521,5.326336684
0,8517,41.8981875,12.45076705,6.448382991
0,11502,41.9148626,12.4401495,4.681770599
0,21593,41.89765586,12.43131299,4.859195095
0,22835,41.88845908,12.41814984,8.917177979
0,23257,41.90593193,12.41189003,8.115547605
0,26332,41.86939736,12.45266937,7.911608026000001
0,27274,41.89927642,12.45214258,7.422345658999999
0,28799,41.89591688,12.44919185,7.655081985
0,30142,41.91441386,12.4505772,8.039124471000001
0,32152,41.91508206,12.38477928,7.710669469
0,33725,41.89846816,12.43988209,7.959739981
0,35369,41.916475,12.37838,7.536594804
0,35979,41.89590333,12.44920833,7.741046937
0,37630,41.87428725,12.44957746,7.8981169520000005
0,37864,41.85864437,12.40004619,6.759185722000001
0,39518,41.86984192,12.44847841,8.643520517
0,39629,41.91939655,12.44228472,7.6614706020000005
0,40682,41.92518681,12.44780655,7.706353981
0,43171,41.89844046,12.42883027,8.212406835
0,24341,41.906617600000004,12.45214028,8.035641743
0,26662,41.90960126,12.45175789,7.343406151
0,32086,41.88543587,12.38972073,8.182568808
0,38567,41.92068925,12.4479173,8.828077685
0,21608,41.89785485,12.43087239,8.420163622
0,26976,41.88452352,12.38192945,8.242285002000001
0,40455,41.86160058,12.44403929,9.292604941
0,41269,41.89917967,12.45233186,7.559282694
0,44253,41.88960313,12.42477884,12.80453253
0,45342,41.90715613,12.45207137,12.22881807
0,48194,41.9035819,12.41915212,12.74263312
0,48295,41.89924153,12.45229715,12.23692768
0,49281,41.86097383,12.45204655,11.31570799
0,49486,41.90967625,12.44839331,12.24721702
0,49854,41.88909849,12.44594715,12.47398463
0,50965,41.917755,12.45011,11.03134653
0,51000,41.909544,12.45135402,11.7917299
0,51934,41.91281795,12.44153241,11.97822191
0,52886,41.89444709,12.43819452,12.60626253
0,54494,41.884355,12.39621333,10.97327836
0,54552,41.91337845,12.38711061,11.309531100000001
0,55441,41.91944256,12.44269654,11.97235444
0,57073,41.92618,12.40216667,11.98745238
0,58006,41.90287669,12.43713926,13.138226600000001
0,59376,41.90639554,12.44609263,12.31701931
0,61814,41.89873681,12.45109103,12.36368066
0,62431,41.91595125,12.4426007,12.18161905
0,62443,41.909475,12.44858877,12.43744659
0,63133,41.870448700000004,12.45089359,12.78906075
0,63203,41.91828333,12.37701,12.68505159
0,63378,41.91779238,12.45018736,12.37755268
0,64663,41.92085045,12.44796457,12.42980304
0,50186,41.8997374,12.45194056,13.80232272
0,50922,41.91376104,12.38921822,11.14549181
0,53902,41.89874595,12.4430648,10.37290795
0,54872,41.89419078,12.45267375,11.27367553
0,57642,41.89393053,12.43703155,14.80290897
0,59221,41.92335167,12.424585,12.68951657
0,59653,41.91044763,12.42050956,15.75254499
0,44310,41.88873378,12.40720856,12.52005875
0,44314,41.90441913,12.38409461,12.82216841
0,47732,41.91425822,12.451560800000001,12.11663106
0,50349,41.88177333,12.452314999999999,12.71532658
0,51221,41.87395472,12.44328214,10.92223564
0,51979,41.89932074,12.452556,11.79022982
0,53990,41.90311485,12.383640199999999,12.23442626
0,54299,41.91233589,12.41751942,11.83567851
0,57346,41.91936552,12.4459198,9.365172325
0,58117,41.91439833,12.38676667,12.75541669
0,58509,41.89286848,12.39611205,12.21204418
0,59989,41.9090723,12.394349400000001,11.33038737
0,61293,41.91335175,12.44186771,15.59457675
0,62694,41.86086187,12.44350266,9.675374405
0,64805,41.91868256,12.44565711,10.65454063
0,65092,41.89868844,12.45236708,10.59478538
0,65117,41.89390833,12.43730833,10.67310967
0,65296,41.89563478,12.44867266,9.973421879
0,66115,41.87756962,12.45259843,10.08650782
0,66163,41.91863184,12.44565071,8.917927837
0,66257,41.87785597,12.44881651,9.369812122999999
0,68525,41.89268662,12.41877085,10.57370658
0,69361,41.87521473,12.3782436,10.2334491
0,72213,41.87901214,12.44847498,9.868636325
0,72431,41.92308612,12.41801814,9.815765897
0,72445,41.88564185,12.42146655,9.562261897
0,72616,41.9056479,12.44974327,10.59030949
0,73969,41.91916369,12.44574149,10.35642005
0,74489,41.88808511,12.36746659,10.07178271
0,74774,41.92608678,12.37960627,10.26293155
0,74799,41.8729346,12.4484692,10.2632272
0,75250,41.89844316,12.43075302,10.97758352
0,75843,41.91238813,12.44674479,10.24911442
0,76128,41.91478667,12.45026,10.12344629
0,76695,41.91608807,12.44962034,10.05314449
0,79697,41.89864946,12.42947766,9.937178165
0,79831,41.91130576,12.44463661,10.06674687
0,81069,41.86898833,12.45239167,10.48110815
0,82021,41.89946013,12.42894767,9.804124195
0,82953,41.88452914,12.38189259,9.820877249
0,83422,41.90962673,12.45157148,9.882326832
0,83724,41.89932151,12.45266384,10.42307101
0,83909,41.91186763,12.44347632,10.10419766
0,85545,41.86173079,12.45252044,10.27511987
0,86385,41.89510484,12.42945705,10.05982732
0,65619,41.91512002,12.44976414,11.64679399
0,69243,41.89854256,12.45242307,7.899353077000001
0,71553,41.89476622,12.4381481,8.613329637
0,74905,41.91161884,12.45226985,10.74279038
0,79025,41.91097525,12.38546014,7.635905427000001
0,80020,41.89740727,12.43175317,9.921793106
0,82025,41.89418752,12.43740648,9.422480392
0,82469,41.89195833,12.438925,7.744095656
0,82943,41.89900293,12.42746882,10.18757119
0,84330,41.921575,12.44571667,9.186548347999999
0,84534,41.8998894,12.44701549,12.49255956
0,85856,41.90661333,12.451875,10.47028476
0,65562,41.85777361,12.44100657,11.98215925
0,67513,41.87771652,12.45276393,10.58424186
0,69038,41.90260713,12.44172983,8.662829743
0,70230,41.89430468,12.41871751,10.44256662
0,70814,41.91436611,12.44633856,9.855328586
0,72274,41.88890305,12.45256953,9.991916688
0,74478,41.89693581,12.44050905,9.832678958999999
0,75599,41.89519302,12.41765313,8.630024432
0,77034,41.91878327,12.4458038,9.871591576
0,78197,41.90671834,12.45207803,11.18424331
0,80134,41.898582299999994,12.42482593,9.037343642
0,80648,41.89938463,12.45268709,10.1046769
0,80821,41.85996256,12.375580699999999,10.53449195
0,83983,41.91301451,12.45197137,9.531029425
0,85438,41.88775418,12.44043333,10.57801927
0,86379,41.91504702,12.45274093,10.86981277
0,12,41.891202,12.50254796,6.9343995089999995
0,52,41.89724633,12.47285075,6.744697613
0,183,41.90998907,12.49413621,7.634645883999999
0,1162,41.90356918,12.48879092,7.022850516
0,1874,41.91070793,12.49258835,6.570862843
0,2338,41.89962475,12.48936905,7.11254735
0,2464,41.89142089,12.47458646,6.867487546
0,2900,41.92532964,12.49657723,6.904026625
0,2968,41.88417469,12.45497574,7.199523697
0,3169,41.90309546,12.48622046,6.1659302920000005
0,3591,41.90740836,12.49879996,7.027277912000001
0,3705,41.86079833,12.49372333,6.800791192999999
0,3952,41.89590818,12.48349573,7.288254256
0,4800,41.86474534,12.47894456,6.842544707
0,4926,41.90137499,12.46407901,6.739455287999999
0,5253,41.9035492,12.48408036,7.321591239
0,8364,41.87949946,12.46921113,6.938343721
0,8733,41.90234333,12.46200667,6.861289405
0,12200,41.89693631,12.48310096,7.417379938
0,14015,41.920817799999995,12.47156212,7.432157052000001
0,18280,41.88968842,12.474230499999999,6.984835536
0,19759,41.90394604,12.48908293,6.560533896
0,20217,41.90832515,12.53136784,7.08703543
0,21316,41.90749132,12.49019629,6.926967806
0,21410,41.907823799999996,12.4908621,6.646241871
0,576,41.89601306,12.47837831,5.761911812
0,936,41.87784522,12.45571009,6.665592597000001
0,1058,41.89592968,12.47693333,8.813072565
0,1072,41.89176701,12.47017952,7.992371674
0,1793,41.90742862,12.49014636,7.873213236000001
0,2012,41.904770500000005,12.50429132,5.214730609
0,2327,41.89721401,12.472800099999999,7.730500902
0,2511,41.87856492,12.47858798,7.077161579
0,2807,41.90754694,12.4901465,6.979973575
0,3249,41.88984102,12.47448122,6.737155992999999
0,3601,41.89396491,12.47595956,6.487630195
0,3856,41.88973969,12.47419299,5.7257741939999995
0,5503,41.90667,12.458160000000001,7.492908611
0,6280,41.88250626,12.47591604,6.376706691
0,7078,41.86880504,12.53841679,7.432387803999999
0,7841,41.90382261,12.48905837,6.270242829
0,9357,41.86422795,12.46486552,5.822938646
0,10134,41.903418200000004,12.48488324,6.9642377479999995
0,19616,41.90981952,12.52795451,6.9277013610000004
0,20421,41.90347131,12.48796328,5.005105249
0,20882,41.90015235,12.50105757,7.11320448
0,21458,41.90759222,12.49051981,8.403981583
0,21466,41.90387139,12.48742479,6.107814938
0,21470,41.90971895,12.52979824,6.300580038
0,21596,41.89598041,12.47678452,7.357593972999999
0,386,41.900416899999996,12.47259818,7.571436565
0,916,41.90007854,12.46266722,8.94540406
0,1287,41.90025829,12.495544599999999,6.963601522
0,2150,41.86678523,12.463985800000001,7.2432920560000005
0,2874,41.91009795,12.50268467,6.419020344
0,2884,41.89544211,12.50891516,7.0329816979999995
0,3084,41.91952318,12.49274588,6.299076847
0,3300,41.89261149,12.46931109,5.907017753
0,3386,41.90039081,12.47266341,6.484040621
0,3460,41.89203691,12.46968959,6.7606803289999995
0,7376,41.87906507,12.46204809,7.915521758
0,10141,41.89702497,12.47285188,8.367821036
0,17982,41.90973905,12.52093636,6.713926269
0,19603,41.85769861,12.49554016,7.101584696000001
0,21290,41.88047087,12.50847291,7.326038027
0,21393,41.90643106,12.48582383,7.243306404
0,21601,41.90743376,12.49020885,9.41844038
0,22296,41.90022223,12.45461448,9.767883742
0,25044,41.90466874,12.47858858,10.09809845
0,25135,41.90923128,12.52082722,9.983963052
0,25241,41.90769138,12.49079712,10.00426201
0,25848,41.90965394,12.52811621,9.337911802999999
0,26066,41.92072219,12.48046734,10.57692681
0,28015,41.90752593,12.49085642,9.401609176000001
0,28462,41.90230314,12.50235193,9.919782902
0,29131,41.89891332,12.49745576,9.870861767000001
0,30246,41.90393662,12.4890306,9.232812353
0,31407,41.9052094,12.49301513,10.06581598
0,31953,41.90132095,12.49756268,10.59276325
0,32337,41.90311619,12.49611806,10.08334653
0,33098,41.90689134,12.49022573,9.990542478
0,33259,41.89166544,12.50615495,10.40367722
0,34510,41.90463876,12.47809272,9.664082679
0,34865,41.92072343,12.48040338,9.917404372
0,36129,41.88187817,12.49776468,9.954064781
0,39475,41.90677805,12.46547689,9.45733823
0,39686,41.87136851,12.45936724,10.66498181
0,40517,41.8958615,12.4768399,9.541286092
0,40798,41.90286667,12.496405000000001,9.930994793
0,41309,41.87636227,12.52119771,9.618685994
0,42315,41.90514201,12.48276212,9.99452466
0,42932,41.90308886,12.48678113,9.469440116
0,21694,41.90019906,12.50114192,11.28026366
0,21907,41.89733924,12.50558051,7.732916831
0,24026,41.89606999,12.47647903,8.120634477000001
0,24829,41.91096991,12.49842967,10.48440241
0,25358,41.90739884,12.49028772,8.290153472
0,26146,41.90394191,12.48899285,10.67225573
0,26989,41.90385233,12.489115,9.121680835
0,28886,41.89507518,12.50013729,9.064178604
0,29126,41.91912777,12.47916719,10.94425056
0,29540,41.88056333,12.50849667,5.962299132
0,32694,41.9100326,12.53002876,8.743523611
0,34464,41.9059473,12.48360861,11.77160302
0,35659,41.88742694,12.48200725,8.266378224
0,38988,41.90751479,12.49031101,12.88092881
0,39466,41.90105607,12.50052344,11.49329717
0,43079,41.91097114,12.49835251,11.80731956
0,24324,41.90403542,12.48925784,10.51890332
0,24655,41.90360324,12.48862752,9.964139527
0,24903,41.90054227,12.46467169,10.16065273
0,25691,41.90310128,12.4961019,11.75174228
0,30759,41.90658296,12.45843904,10.341307800000001
0,31159,41.87927238,12.52143255,9.708708046
0,31510,41.89481944,12.50026837,10.51814874
0,31980,41.89703972,12.48782608,6.949165657999999
0,32770,41.91096541,12.4868459,9.803826154
0,33258,41.86956412,12.53861121,7.787131047000001
0,33272,41.89170333,12.5059909,11.11538833
0,36517,41.92253833,12.526555,10.13131165
0,36829,41.9030876,12.496351400000002,9.674313386
0,37199,41.89647811,12.46119207,9.418209715
0,41333,41.89587883,12.47676693,11.43907659
0,41464,41.89955112,12.46647326,9.973903941
0,42997,41.91804574,12.491665300000001,8.802981911
0,43208,41.90763661,12.49026789,14.51123499
0,43272,41.91668539,12.51221482,14.84738055
0,43711,41.86446413,12.47167423,14.72717174
0,44498,41.89708327,12.47283446,14.912642499999999
0,45390,41.90776319,12.49111913,14.37484032
0,46398,41.86726023,12.47916606,14.85480493
0,47099,41.90824449,12.53598365,14.77741146
0,47235,41.90046893,12.53981711,14.47755263
0,47359,41.90860333,12.48727833,14.15455733
0,47649,41.90416596,12.5361214,14.33265164
0,47722,41.89938138,12.49102229,13.83505187
0,47873,41.89076942,12.49409948,16.00000771
0,48150,41.92045293,12.48023764,14.60303211
0,48239,41.90298542,12.49595317,16.21398854
0,48691,41.88254451,12.48680731,14.88295787
0,48705,41.88760255,12.51443565,14.47472701
0,48915,41.86744825,12.47931677,14.26836076
0,49152,41.89732676,12.47116417,15.61222
0,49323,41.87311407,12.48440887,15.39917605
0,50190,41.89459834,12.4811098,15.43057718
0,50885,41.90582096,12.48358841,15.80595003
0,51302,41.917917700000004,12.49162269,15.919662300000002
0,51995,41.90753686,12.49024198,14.64289969
0,52486,41.915859999999995,12.48237808,15.85581186
0,52549,41.90250503,12.458717199999999,14.96389625
0,52693,41.90383938,12.48847213,15.00815952
0,52929,41.91538056,12.45825457,13.83974176
0,53475,41.89621992,12.47616333,13.63606987
0,53747,41.88872,12.46732833,15.25872818
0,54282,41.91088179,12.49833826,15.03572748
0,54328,41.88678113,12.50803248,15.27823735
0,54384,41.88155456,12.46109479,14.88477041
0,55367,41.8991598,12.50082351,14.47162162
0,55521,41.90785225,12.49124188,13.84107633
0,55731,41.90333012,12.47408356,15.43606629
0,55967,41.90311989999999,12.48630257,14.70818196
0,56177,41.90217927,12.47238106,14.86194399
0,56540,41.92068584,12.48045317,14.54701332
0,57327,41.89580759,12.47683269,15.00490445
0,58690,41.90040498,12.47308056,14.86356389
0,59672,41.89935774,12.49080098,16.010015099999997
0,60253,41.90089154,12.48055285,15.5844973
0,61026,41.90013253,12.45720759,16.50490824
0,62350,41.909234999999995,12.52977333,14.5320884
0,62744,41.89778793,12.46935997,14.04211271
0,63029,41.90247633,12.45890967,15.7129353
0,63422,41.92037003,12.48010621,16.10508061
0,63947,41.90910095,12.47407059,16.14404737
0,64141,41.90471333,12.478539999999999,15.49826009
0,64198,41.90304104,12.4864017,15.67385806
0,64298,41.89595301,12.47667823,16.12051035
0,64414,41.89564567,12.47196738,15.590269000000001
0,64496,41.90186001,12.48069533,16.13394788
0,64653,41.90977386,12.52967119,13.39331132
0,64715,41.90125878,12.49403637,15.960601800000001
0,43248,41.91044122,12.51267605,16.67471138
0,44769,41.91553007,12.46302853,15.12814462
0,45724,41.92286066,12.51192646,14.81476942
0,46281,41.90920986,12.47615487,16.81377796
0,46929,41.918735999999996,12.50444572,17.83439047
0,46965,41.88793,12.48378833,14.80366461
0,47009,41.89408157,12.49143882,16.45443861
0,47054,41.90760115,12.49060165,12.00343195
0,47109,41.90661909,12.45814725,13.240065900000001
0,48178,41.88927795,12.49375987,13.28133415
0,49771,41.91754965,12.47968913,14.192749800000001
0,53957,41.90568751,12.49894108,15.72289395
0,54062,41.89601472,12.483001,14.72406013
0,54209,41.90724338,12.46734397,18.43980381
0,54428,41.91022198,12.47683383,18.65667474
0,54435,41.90150845,12.48061433,11.90505087
0,56810,41.8896886,12.47688852,16.51629003
0,59275,41.89931859,12.48108227,18.32090431
0,59567,41.89902571,12.49053461,9.64451083
0,59704,41.90198529999999,12.50284424,13.0538385
0,60022,41.90220408,12.47825937,14.26488753
0,61342,41.90984143,12.5299242,15.0757974
0,61773,41.88814574,12.49025139,12.98740503
0,61838,41.90970034,12.52996473,16.8195842
0,63063,41.90027414,12.472329,15.61307581
0,64002,41.89335,12.48821167,17.27748569
0,43579,41.90344671,12.48836516,14.96996843
0,44114,41.89386815,12.50084399,14.04301452
0,44618,41.90310044,12.49626767,15.20519281
