index,Day,Time,Latitude,Longitude,Temperature
55,0,14619,41.95183118,12.51613796,6.237899884
56,0,10895,41.92714316,12.46123317,5.38214464
57,0,12067,41.92757066,12.48623458,5.489944024
58,0,2593,41.92640877,12.50550743,5.582337617
59,0,935,41.93295331,12.51225137,5.979512255
60,0,20465,41.92740777,12.51570252,5.89962844
61,0,2350,41.92665819,12.50574134,6.042723948
62,0,19351,41.92659563,12.52028585,5.859762344
63,0,2690,41.92842185,12.50902049,5.950157537999999
64,0,7293,41.93411749,12.46232189,6.484105477000001
65,0,6668,41.92826462,12.47365445,5.6496675660000015
66,0,4599,41.92795744,12.47339061,5.950512925
67,0,5598,41.92769805,12.52811879,5.9748836339999984
68,0,218,41.94694403,12.46935061,5.451215137999999
69,0,2000,41.92669346,12.52382213,5.388151177
70,0,10036,41.92654365,12.52801029,6.624981994
71,0,4006,41.92732,12.45815,5.58720704
72,0,2357,41.92707463,12.48612484,4.807450075
73,0,16016,41.92707685,12.45828549,4.81242406
74,0,1474,41.92651491,12.50724772,-5.0
75,0,6158,41.92673015,12.53346752,5.600686288
76,0,3968,41.92679703,12.52383087,6.695183442
77,0,11265,41.93147837,12.46011766,5.304500308
78,0,20292,41.957805,12.5352084,5.952132286
79,0,7399,41.93307524,12.52068842,6.9611681989999985
80,0,4492,41.92653668,12.52019459,5.895868973
81,0,16535,41.93770403,12.53990325,5.880430619
82,0,21614,41.98974186,12.48063528,8.580597837000001
83,0,21687,41.9263654,12.4830592,8.905672714
84,0,22496,41.99512834,12.49212373,85.0
85,0,23635,41.93869126,12.45823517,9.355330852
86,0,27378,41.94382952,12.4744886,-5.0
87,0,29917,41.92648328,12.52798339,9.724830856
88,0,30339,41.96905591,12.49128198,8.974905191
89,0,31011,41.97831349,12.53804036,-7.0
90,0,33432,41.92757589,12.48800335,8.362785203
91,0,34854,41.95178036,12.51614506,8.102869603
92,0,38873,41.9266561,12.48083349,-2.0
93,0,38955,41.92679978,12.45842085,8.852474198
94,0,22935,41.92635356,12.50699145,12.32364266
95,0,23922,41.92691789,12.52807346,10.78219989
96,0,36149,41.94456282,12.46932358,10.532213
97,0,37334,41.92726,12.52803333,8.368244127
98,0,39600,41.9470251,12.52544098,8.985798337
99,0,42999,41.93313696,12.51188794,9.223591615
100,0,25329,41.92872519,12.50766479,94.0
101,0,28090,41.95180167,12.51613833,9.332518735
102,0,32482,41.93923564,12.52966417,9.574974036
103,0,36248,41.92632167,12.46135899,7.39834631
104,0,39721,41.92702803,12.47569253,9.671217622999999
105,0,41722,41.92675279,12.48178952,9.189337442000001
106,0,54046,41.92678051,12.48175865,11.57536506
107,0,55759,41.94430833,12.469355,13.2129469
108,0,45358,41.92772944,12.4740579,12.45634153
109,0,55153,41.92716872,12.52812855,12.03003951
110,0,56962,41.92660407,12.48126959,11.95269643
111,0,43421,41.92676325,12.5238699,11.36403727
112,0,46410,41.92662487,12.48115808,12.71644823
113,0,48541,41.96916655,12.53530871,14.36976037
114,0,52681,41.9271923,12.47036421,70.0
115,0,47637,41.93872234,12.45820772,12.35683285
116,0,64322,41.92703854,12.52409403,0.0
117,0,61991,41.92648628,12.470707,13.09828766
118,0,52554,41.92670959,12.51586663,14.09491839
119,0,59672,41.92790371,12.45821833,12.23484989
120,0,61454,41.92669009,12.52801556,13.71854527
121,0,44831,41.92720837,12.45807176,12.29171876
122,0,57447,41.92768922,12.47513114,12.80077018
123,0,46834,41.92664167,12.51011833,12.86550685
124,0,57632,41.92637259,12.48081181,14.31213785
125,0,58461,41.92633803,12.46148965,91.0
126,0,50801,41.93251795,12.52283579,11.7298708
127,0,58302,41.99254031,12.49499193,11.92193137
128,0,44566,41.93482167,12.53266333,12.9312827
129,0,49335,41.99374567,12.49554354,67.0
130,0,52685,41.92690579,12.52807599,13.69420506
131,0,60923,41.93572782,12.53719545,12.91926741
132,0,50680,41.98864453,12.49907122,11.75664765
133,0,57347,41.92871307,12.51600985,12.79842217
134,0,62227,41.9272769,12.49010576,13.45061081
135,0,43489,41.92760706,12.47512513,-5.0
136,0,63405,41.92805664,12.47390257,14.41934741
137,0,51364,41.92692375,12.46124892,11.81685151
138,0,51668,41.92711777,12.45831429,15.13565376
139,0,56519,41.93860578,12.45989792,13.07027065
140,0,50304,41.9551724,12.5271478,9.533510516
141,0,53851,41.92768659,12.474063,14.49885616
142,0,51479,41.96047859,12.53483448,9.594989021
143,0,45188,41.92970358,12.52730675,15.93222177
144,0,64446,41.9263384,12.5147969,16.58976625
145,0,63378,41.92832334,12.52792181,15.71849479
146,0,45687,41.95906229,12.45400989,12.10817776
147,0,47453,41.926905700000006,12.52396903,71.0
148,0,52428,41.92922667,12.48331833,-3.0
149,0,49850,41.93414512,12.47213945,14.36652671
150,0,62614,41.92682489,12.50602862,13.46076733
151,0,57804,41.935812,12.46481872,16.01123877
152,0,48345,41.92903593,12.46273122,14.90983154
153,0,62408,41.94682026,12.52649846,12.15852818
154,0,61913,41.93900703,12.45943118,13.22402289
155,0,48596,41.94064167,12.46472333,13.40366316
156,0,45846,41.92697756,12.46110915,13.65453957
157,0,45596,41.92861948,12.5255095,13.06371423
158,0,58813,41.92655248,12.4707551,13.02053156
159,0,60290,41.92670399,12.48108787,12.87891791
160,0,64352,41.92948481,12.47325348,14.31021668
161,0,65089,41.94704074,12.46859391,9.529745686
162,0,66285,41.9402119,12.462463,10.81503848
163,0,68460,41.92664792,12.51735111,9.577350466
164,0,69283,41.94370394,12.47431422,11.53172276
165,0,69484,41.92951167,12.516775,10.63284721
166,0,70573,41.99413599,12.49576176,9.732808776
167,0,71577,41.93021193,12.46204172,10.2328916
168,0,71882,41.92709415,12.47527645,11.04582202
169,0,72593,41.94377959,12.5288344,0.0
170,0,74540,41.93075273,12.45909996,10.34506398
171,0,74822,41.92664056,12.47632948,-7.0
172,0,74864,41.94830747,12.4630454,10.07552739
173,0,76058,41.93749482,12.4663739,84.0
174,0,76666,41.93029349,12.46816142,10.70786324
175,0,77750,41.92649838,12.52631702,9.939992296
176,0,77939,41.95129219,12.45936355,9.916379158
177,0,79210,41.95122833,12.46806333,9.454320336
178,0,79602,41.93000499,12.50880966,9.669741336
179,0,80362,41.93857576,12.51644819,97.0
180,0,82396,41.92656227,12.46195988,-1.0
181,0,82771,41.92735672,12.47417592,10.38414234
182,0,82920,41.92860435,12.47739914,9.857979356
183,0,85670,41.92642702,12.46143402,9.757572926
184,0,82912,41.99051691,12.51287515,10.3785499
185,0,64851,41.93332255,12.52116038,6.9360914860000005
186,0,65153,41.92674313,12.46127192,7.309801078
187,0,68244,41.92872795,12.51229943,11.12032995
188,0,72368,41.92735775,12.52158928,10.2665911
189,0,72539,41.93827936,12.4602868,11.93672641
190,0,73753,41.94113311,12.47056796,10.38130633
191,0,79292,41.93774333,12.54034833,69.0
192,0,80301,41.93747495,12.46628271,64.0
193,0,85152,41.92867743,12.47812255,11.4439849
194,0,67651,41.93933,12.51522167,8.963153858
195,0,70382,41.93564429,12.46463627,6.706023342999999
196,0,72703,41.92786983,12.52300678,10.95842669
197,0,76389,41.93096451,12.46157478,10.41535418
198,0,77556,41.94607378,12.53372692,10.30231768
199,0,78828,41.92652921,12.47066623,8.942172084
200,0,79616,41.9313354,12.50920543,77.0
201,0,81713,41.98170486,12.50794333,7.052978831
202,0,85913,41.92762753,12.50661517,99.0
203,0,86102,41.92671319,12.48110232,12.0089548
204,0,5866,41.94366148,12.54137994,5.166536955
205,0,12010,41.94944749,12.54108677,4.582981449
206,0,2460,41.92634971,12.54276789,5.593423452000001
207,0,4404,41.92638515,12.54254521,3.903875536
208,0,6354,41.92636981,12.54230549,4.432015498
209,0,10231,41.93781461,12.54236932,83.0
210,0,16115,41.92751552,12.5872104,5.273537067
211,0,23404,41.9496472,12.54103203,9.219343769
212,0,30703,41.95915452,12.60718918,-5.0
213,0,42153,41.97069114,12.54223142,7.46917684
214,0,22495,41.96333025,12.62725589,8.249650758
215,0,25322,41.98135503,12.6201431,8.791595671
216,0,35034,41.92724167,12.563885,8.954453791
217,0,45202,41.93847667,12.56141333,12.35006265
218,0,54886,41.92768013,12.60590613,12.49598008
219,0,55704,41.95228629,12.54071362,12.14514064
220,0,60789,41.93775089,12.54232249,90.0
221,0,63802,41.95038870000001,12.5777754,11.41419385
222,0,51646,41.97069114,12.54223142,9.450536575
223,0,46362,41.94358972,12.54735784,12.61286202
224,0,46977,41.97174569,12.55119699,11.64738012
225,0,58822,41.96826476,12.54714594,12.13723408
226,0,63123,41.94366019,12.54076686,11.91411028
227,0,64822,41.93939474,12.54092955,9.308234906000001
228,0,86197,41.95096716,12.60017199,-6.0
229,0,85819,41.97073618,12.54211909,56.0
230,0,79307,41.93778333,12.542205,6.8494329239999985
231,0,84335,41.94381720000001,12.54322766,9.621440343
232,0,73021,41.93894028,12.62343757,9.641156237
233,0,76234,41.94816887,12.55955896,9.191619059
234,0,82660,41.92689,12.57480333,10.731312
235,0,1463,41.90994512,12.44740498,4.646426226
236,0,2938,41.88156704,12.45250153,4.799663247
237,0,2996,41.87721667,12.449975,4.581178738999999
238,0,3241,41.91300069,12.44200463,5.159874891
239,0,4194,41.90548667,12.44763833,55.0
240,0,5975,41.85768355,12.37636652,5.155762562
241,0,6811,41.89953136,12.44779285,4.795470368
242,0,9497,41.90123272,12.43856746,4.363890064
243,0,10208,41.89850107,12.44059004,4.851987341
244,0,11122,41.91059854,12.44535856,4.904051097
245,0,13945,41.91369296,12.44113386,5.083257387
246,0,20453,41.85777739,12.37612846,4.995592156
247,0,5064,41.88888734,12.42318931,-3.0
248,0,5377,41.8959874,12.43995938,5.166692482
249,0,5774,41.906595,12.45049833,4.700694316
250,0,9160,41.87080572,12.4503795,4.2727974930000014
251,0,9873,41.89998157,12.4366231,3.768091162
252,0,14489,41.89457569,12.43096653,5.677551024
253,0,17292,41.9113714,12.41850898,4.9169733
254,0,2065,41.89588286,12.44907828,-4.0
255,0,7976,41.89103225,12.43395279,3.829652727
256,0,8364,41.86602482,12.37396521,5.326336684
257,0,8517,41.8981875,12.45076705,6.448382991
258,0,11502,41.9148626,12.4401495,4.681770599
259,0,21593,41.89765586,12.43131299,4.859195095
260,0,22835,41.88845908,12.41814984,8.917177979
261,0,23257,41.90593193,12.41189003,8.115547605
262,0,26332,41.86939736,12.45266937,7.9116080260000015
263,0,27274,41.89927642,12.45214258,7.4223456589999985
264,0,28799,41.89591688,12.44919185,7.655081985
265,0,30142,41.91441386,12.4505772,8.039124471000001
266,0,32152,41.91508206,12.38477928,7.710669469
267,0,33725,41.89846816,12.43988209,7.959739981
268,0,35369,41.916475,12.37838,7.536594804
269,0,35979,41.89590333,12.44920833,7.741046937
270,0,37630,41.87428725,12.44957746,7.898116952
271,0,37864,41.85864437,12.40004619,66.0
272,0,39518,41.86984192,12.44847841,8.643520517
273,0,39629,41.91939655,12.44228472,7.661470602
274,0,40682,41.92518681,12.44780655,7.706353981
275,0,43171,41.89844046,12.42883027,-7.0
276,0,24341,41.9066176,12.45214028,8.035641743
277,0,26662,41.90960126,12.45175789,7.343406151
278,0,32086,41.88543587,12.38972073,8.182568808
279,0,38567,41.92068925,12.4479173,8.828077685
280,0,21608,41.89785485,12.43087239,8.420163622
281,0,26976,41.88452352,12.38192945,-9.0
282,0,40455,41.86160058,12.44403929,9.292604941
283,0,41269,41.89917967,12.45233186,7.559282694
284,0,44253,41.88960313,12.42477884,12.80453253
285,0,45342,41.90715613,12.45207137,12.22881807
286,0,48194,41.9035819,12.41915212,12.74263312
287,0,48295,41.89924153,12.45229715,-7.0
288,0,49281,41.86097383,12.45204655,11.31570799
289,0,49486,41.90967625,12.44839331,12.24721702
290,0,49854,41.88909849,12.44594715,12.47398463
291,0,50965,41.917755,12.45011,11.03134653
292,0,51000,41.909544,12.45135402,11.7917299
293,0,51934,41.91281795,12.44153241,11.97822191
294,0,52886,41.89444709,12.43819452,12.60626253
295,0,54494,41.884355,12.39621333,10.97327836
296,0,54552,41.91337845,12.38711061,63.0
297,0,55441,41.91944256,12.44269654,11.97235444
298,0,57073,41.92618,12.40216667,11.98745238
299,0,58006,41.90287669,12.43713926,13.1382266
300,0,59376,41.90639554,12.44609263,12.31701931
301,0,61814,41.89873681,12.45109103,12.36368066
302,0,62431,41.91595125,12.4426007,54.0
303,0,62443,41.909475,12.44858877,12.43744659
304,0,63133,41.8704487,12.45089359,12.78906075
305,0,63203,41.91828333,12.37701,12.68505159
306,0,63378,41.91779238,12.45018736,12.37755268
307,0,64663,41.92085045,12.44796457,12.42980304
308,0,50186,41.8997374,12.45194056,85.0
309,0,50922,41.91376104,12.38921822,11.14549181
310,0,53902,41.89874595,12.4430648,10.37290795
311,0,54872,41.89419078,12.45267375,11.27367553
312,0,57642,41.89393053,12.43703155,14.80290897
313,0,59221,41.92335167,12.424585,12.68951657
314,0,59653,41.91044763,12.42050956,15.75254499
315,0,44310,41.88873378,12.40720856,12.52005875
316,0,44314,41.90441913,12.38409461,12.82216841
317,0,47732,41.91425822,12.4515608,12.11663106
318,0,50349,41.88177333,12.452315,12.71532658
319,0,51221,41.87395472,12.44328214,10.92223564
320,0,51979,41.89932074,12.452556,11.79022982
321,0,53990,41.90311485,12.3836402,-8.0
322,0,54299,41.91233589,12.41751942,11.83567851
323,0,57346,41.91936552,12.4459198,-5.0
324,0,58117,41.91439833,12.38676667,12.75541669
325,0,58509,41.89286848,12.39611205,12.21204418
326,0,59989,41.9090723,12.3943494,11.33038737
327,0,61293,41.91335175,12.44186771,66.0
328,0,62694,41.86086187,12.44350266,9.675374405
329,0,64805,41.91868256,12.44565711,10.65454063
330,0,65092,41.89868844,12.45236708,10.59478538
331,0,65117,41.89390833,12.43730833,10.67310967
332,0,65296,41.89563478,12.44867266,64.0
333,0,66115,41.87756962,12.45259843,10.08650782
334,0,66163,41.91863184,12.44565071,8.917927837
335,0,66257,41.87785597,12.44881651,9.369812122999999
336,0,68525,41.89268662,12.41877085,10.57370658
337,0,69361,41.87521473,12.3782436,10.2334491
338,0,72213,41.87901214,12.44847498,9.868636325
339,0,72431,41.92308612,12.41801814,9.815765897
340,0,72445,41.88564185,12.42146655,9.562261897
341,0,72616,41.9056479,12.44974327,10.59030949
342,0,73969,41.91916369,12.44574149,10.35642005
343,0,74489,41.88808511,12.36746659,84.0
344,0,74774,41.92608678,12.37960627,10.26293155
345,0,74799,41.8729346,12.4484692,10.2632272
346,0,75250,41.89844316,12.43075302,-7.0
347,0,75843,41.91238813,12.44674479,10.24911442
348,0,76128,41.91478667,12.45026,10.12344629
349,0,76695,41.91608807,12.44962034,10.05314449
350,0,79697,41.89864946,12.42947766,9.937178165
351,0,79831,41.91130576,12.44463661,10.06674687
352,0,81069,41.86898833,12.45239167,10.48110815
353,0,82021,41.89946013,12.42894767,9.804124195
354,0,82953,41.88452914,12.38189259,54.0
355,0,83422,41.90962673,12.45157148,9.882326832
356,0,83724,41.89932151,12.45266384,10.42307101
357,0,83909,41.91186763,12.44347632,10.10419766
358,0,85545,41.86173079,12.45252044,10.27511987
359,0,86385,41.89510484,12.42945705,10.05982732
360,0,65619,41.91512002,12.44976414,11.64679399
361,0,69243,41.89854256,12.45242307,7.899353077000001
362,0,71553,41.89476622,12.4381481,8.613329637
363,0,74905,41.91161884,12.45226985,-4.0
364,0,79025,41.91097525,12.38546014,7.635905427000001
365,0,80020,41.89740727,12.43175317,-3.0
366,0,82025,41.89418752,12.43740648,9.422480392
367,0,82469,41.89195833,12.438925,7.744095656
368,0,82943,41.89900293,12.42746882,10.18757119
369,0,84330,41.921575,12.44571667,9.186548347999999
370,0,84534,41.8998894,12.44701549,12.49255956
371,0,85856,41.90661333,12.451875,10.47028476
372,0,65562,41.85777361,12.44100657,11.98215925
373,0,67513,41.87771652,12.45276393,10.58424186
374,0,69038,41.90260713,12.44172983,8.662829743
375,0,70230,41.89430468,12.41871751,10.44256662
376,0,70814,41.91436611,12.44633856,9.855328586
377,0,72274,41.88890305,12.45256953,9.991916688
378,0,74478,41.89693581,12.44050905,9.832678958999999
379,0,75599,41.89519302,12.41765313,8.630024432
380,0,77034,41.91878327,12.4458038,9.871591576
381,0,78197,41.90671834,12.45207803,90.0
382,0,80134,41.8985823,12.42482593,9.037343642
383,0,80648,41.89938463,12.45268709,10.1046769
384,0,80821,41.85996256,12.3755807,10.53449195
385,0,83983,41.91301451,12.45197137,9.531029425
386,0,85438,41.88775418,12.44043333,10.57801927
387,0,86379,41.91504702,12.45274093,10.86981277
388,0,12,41.891202,12.50254796,-7.0
389,0,52,41.89724633,12.47285075,6.744697613
390,0,183,41.90998907,12.49413621,7.634645883999998
391,0,1162,41.90356918,12.48879092,7.022850516
392,0,1874,41.91070793,12.49258835,6.570862843
393,0,2338,41.89962475,12.48936905,7.11254735
394,0,2464,41.89142089,12.47458646,6.867487546
395,0,2900,41.92532964,12.49657723,6.904026625
396,0,2968,41.88417469,12.45497574,7.199523697
397,0,3169,41.90309546,12.48622046,6.1659302920000005
398,0,3591,41.90740836,12.49879996,7.027277912000001
399,0,3705,41.86079833,12.49372333,6.800791192999999
400,0,3952,41.89590818,12.48349573,7.288254256
401,0,4800,41.86474534,12.47894456,6.842544707
402,0,4926,41.90137499,12.46407901,6.739455287999999
403,0,5253,41.9035492,12.48408036,7.321591239
404,0,8364,41.87949946,12.46921113,6.938343721
405,0,8733,41.90234333,12.46200667,6.861289405
406,0,12200,41.89693631,12.48310096,7.417379938
407,0,14015,41.9208178,12.47156212,7.432157052000001
408,0,18280,41.88968842,12.4742305,89.0
409,0,19759,41.90394604,12.48908293,6.560533896
410,0,20217,41.90832515,12.53136784,7.08703543
411,0,21316,41.90749132,12.49019629,6.926967806
412,0,21410,41.9078238,12.4908621,6.646241871
413,0,576,41.89601306,12.47837831,5.761911812
414,0,936,41.87784522,12.45571009,6.665592597000001
415,0,1058,41.89592968,12.47693333,8.813072565
416,0,1072,41.89176701,12.47017952,7.992371674
417,0,1793,41.90742862,12.49014636,7.873213236000002
418,0,2012,41.90477050000001,12.50429132,5.214730609
419,0,2327,41.89721401,12.4728001,7.730500902
420,0,2511,41.87856492,12.47858798,7.077161579
421,0,2807,41.90754694,12.4901465,6.979973575
422,0,3249,41.88984102,12.47448122,-7.0
423,0,3601,41.89396491,12.47595956,6.487630195
424,0,3856,41.88973969,12.47419299,5.725774194
425,0,5503,41.90667,12.45816,7.492908611
426,0,6280,41.88250626,12.47591604,6.376706691
427,0,7078,41.86880504,12.53841679,7.432387803999998
428,0,7841,41.90382261,12.48905837,6.270242829
429,0,9357,41.86422795,12.46486552,5.822938646
430,0,10134,41.9034182,12.48488324,6.964237748
431,0,19616,41.90981952,12.52795451,6.927701361
432,0,20421,41.90347131,12.48796328,5.005105249
433,0,20882,41.90015235,12.50105757,7.11320448
434,0,21458,41.90759222,12.49051981,51.0
435,0,21466,41.90387139,12.48742479,-9.0
436,0,21470,41.90971895,12.52979824,6.300580038
437,0,21596,41.89598041,12.47678452,7.357593972999999
438,0,386,41.9004169,12.47259818,7.571436565
439,0,916,41.90007854,12.46266722,8.94540406
440,0,1287,41.90025829,12.4955446,58.0
441,0,2150,41.86678523,12.4639858,7.243292056
442,0,2874,41.91009795,12.50268467,6.419020344
443,0,2884,41.89544211,12.50891516,7.032981698
444,0,3084,41.91952318,12.49274588,0.0
445,0,3300,41.89261149,12.46931109,-8.0
446,0,3386,41.90039081,12.47266341,6.484040621
447,0,3460,41.89203691,12.46968959,6.760680329
448,0,7376,41.87906507,12.46204809,7.915521758
449,0,10141,41.89702497,12.47285188,8.367821036
450,0,17982,41.90973905,12.52093636,6.713926269
451,0,19603,41.85769861,12.49554016,7.1015846960000015
452,0,21290,41.88047087,12.50847291,7.326038027
453,0,21393,41.90643106,12.48582383,7.243306404
454,0,21601,41.90743376,12.49020885,9.41844038
455,0,22296,41.90022223,12.45461448,78.0
456,0,25044,41.90466874,12.47858858,10.09809845
457,0,25135,41.90923128,12.52082722,9.983963052
458,0,25241,41.90769138,12.49079712,10.00426201
459,0,25848,41.90965394,12.52811621,9.337911802999999
460,0,26066,41.92072219,12.48046734,10.57692681
461,0,28015,41.90752593,12.49085642,9.401609176000001
462,0,28462,41.90230314,12.50235193,9.919782902
463,0,29131,41.89891332,12.49745576,9.870861767000001
464,0,30246,41.90393662,12.4890306,-4.0
465,0,31407,41.9052094,12.49301513,10.06581598
466,0,31953,41.90132095,12.49756268,-7.0
467,0,32337,41.90311619,12.49611806,10.08334653
468,0,33098,41.90689134,12.49022573,9.990542478
469,0,33259,41.89166544,12.50615495,10.40367722
470,0,34510,41.90463876,12.47809272,9.664082679
471,0,34865,41.92072343,12.48040338,9.917404372
472,0,36129,41.88187817,12.49776468,-1.0
473,0,39475,41.90677805,12.46547689,9.45733823
474,0,39686,41.87136851,12.45936724,10.66498181
475,0,40517,41.8958615,12.4768399,9.541286092
476,0,40798,41.90286667,12.496405,9.930994793
477,0,41309,41.87636227,12.52119771,9.618685994
478,0,42315,41.90514201,12.48276212,9.99452466
479,0,42932,41.90308886,12.48678113,9.469440116
480,0,21694,41.90019906,12.50114192,88.0
481,0,21907,41.89733924,12.50558051,7.732916831
482,0,24026,41.89606999,12.47647903,8.120634477000001
483,0,24829,41.91096991,12.49842967,52.0
484,0,25358,41.90739884,12.49028772,8.290153472
485,0,26146,41.90394191,12.48899285,10.67225573
486,0,26989,41.90385233,12.489115,9.121680835
487,0,28886,41.89507518,12.50013729,9.064178604
488,0,29126,41.91912777,12.47916719,10.94425056
489,0,29540,41.88056333,12.50849667,5.962299132
490,0,32694,41.9100326,12.53002876,8.743523611
491,0,34464,41.9059473,12.48360861,11.77160302
492,0,35659,41.88742694,12.48200725,-3.0
493,0,38988,41.90751479,12.49031101,12.88092881
494,0,39466,41.90105607,12.50052344,11.49329717
495,0,43079,41.91097114,12.49835251,11.80731956
496,0,24324,41.90403542,12.48925784,10.51890332
497,0,24655,41.90360324,12.48862752,9.964139527
498,0,24903,41.90054227,12.46467169,10.16065273
499,0,25691,41.90310128,12.4961019,11.75174228
500,0,30759,41.90658296,12.45843904,10.3413078
501,0,31159,41.87927238,12.52143255,9.708708046
502,0,31510,41.89481944,12.50026837,10.51814874
503,0,31980,41.89703972,12.48782608,6.949165657999999
504,0,32770,41.91096541,12.4868459,9.803826154
505,0,33258,41.86956412,12.53861121,7.787131047000001
506,0,33272,41.89170333,12.5059909,11.11538833
507,0,36517,41.92253833,12.526555,10.13131165
508,0,36829,41.9030876,12.496351400000002,9.674313386
509,0,37199,41.89647811,12.46119207,9.418209715
510,0,41333,41.89587883,12.47676693,11.43907659
511,0,41464,41.89955112,12.46647326,9.973903941
512,0,42997,41.91804574,12.4916653,8.802981911
513,0,43208,41.90763661,12.49026789,14.51123499
514,0,43272,41.91668539,12.51221482,14.84738055
515,0,43711,41.86446413,12.47167423,14.72717174
516,0,44498,41.89708327,12.47283446,51.0
517,0,45390,41.90776319,12.49111913,59.0
518,0,46398,41.86726023,12.47916606,14.85480493
519,0,47099,41.90824449,12.53598365,14.77741146
520,0,47235,41.90046893,12.53981711,14.47755263
521,0,47359,41.90860333,12.48727833,14.15455733
522,0,47649,41.90416596,12.5361214,14.33265164
523,0,47722,41.89938138,12.49102229,13.83505187
524,0,47873,41.89076942,12.49409948,16.00000771
525,0,48150,41.92045293,12.48023764,-10.0
526,0,48239,41.90298542,12.49595317,16.21398854
527,0,48691,41.88254451,12.48680731,14.88295787
528,0,48705,41.88760255,12.51443565,95.0
529,0,48915,41.86744825,12.47931677,14.26836076
530,0,49152,41.89732676,12.47116417,15.61222
531,0,49323,41.87311407,12.48440887,15.39917605
532,0,50190,41.89459834,12.4811098,-2.0
533,0,50885,41.90582096,12.48358841,15.80595003
534,0,51302,41.9179177,12.49162269,80.0
535,0,51995,41.90753686,12.49024198,14.64289969
536,0,52486,41.91586,12.48237808,15.85581186
537,0,52549,41.90250503,12.4587172,14.96389625
538,0,52693,41.90383938,12.48847213,15.00815952
539,0,52929,41.91538056,12.45825457,13.83974176
540,0,53475,41.89621992,12.47616333,13.63606987
541,0,53747,41.88872,12.46732833,15.25872818
542,0,54282,41.91088179,12.49833826,15.03572748
543,0,54328,41.88678113,12.50803248,15.27823735
544,0,54384,41.88155456,12.46109479,14.88477041
545,0,55367,41.8991598,12.50082351,14.47162162
546,0,55521,41.90785225,12.49124188,13.84107633
547,0,55731,41.90333012,12.47408356,15.43606629
548,0,55967,41.90311989999999,12.48630257,14.70818196
549,0,56177,41.90217927,12.47238106,14.86194399
550,0,56540,41.92068584,12.48045317,14.54701332
551,0,57327,41.89580759,12.47683269,100.0
552,0,58690,41.90040498,12.47308056,14.86356389
553,0,59672,41.89935774,12.49080098,16.010015099999997
554,0,60253,41.90089154,12.48055285,15.5844973
555,0,61026,41.90013253,12.45720759,16.50490824
556,0,62350,41.909235,12.52977333,-2.0
557,0,62744,41.89778793,12.46935997,14.04211271
558,0,63029,41.90247633,12.45890967,15.7129353
